33.8708,33.8672,-84.3815,-84.3771,1
33.8708,33.8672,-84.3684,-84.3641,1
33.8708,33.8672,-84.3293,-84.3249,1
33.8672,33.8635,-84.412,-84.4076,1
33.8672,33.8635,-84.3945,-84.3902,1
33.8672,33.8635,-84.3554,-84.351,1
33.8672,33.8635,-84.351,-84.3467,1
33.8672,33.8635,-84.3336,-84.3293,1
33.8635,33.8599,-84.4076,-84.4033,1
33.8635,33.8599,-84.4033,-84.3989,1
33.8635,33.8599,-84.3946,-84.3902,1
33.8635,33.8599,-84.351,-84.3467,1
33.8635,33.8599,-84.3423,-84.338,1
33.8635,33.8599,-84.3249,-84.3206,1
33.8599,33.8563,-84.4163,-84.412,1
33.8599,33.8563,-84.4076,-84.4033,1
33.8599,33.8563,-84.3859,-84.3815,1
33.8599,33.8563,-84.3815,-84.3772,1
33.8599,33.8563,-84.3728,-84.3684,1
33.8599,33.8563,-84.3641,-84.3597,1
33.8599,33.8563,-84.351,-84.3467,1
33.8599,33.8563,-84.3249,-84.3206,1
33.8563,33.8527,-84.3772,-84.3728,1
33.8563,33.8527,-84.3641,-84.3597,1
33.8563,33.8527,-84.351,-84.3467,1
33.8563,33.8527,-84.3423,-84.338,1
33.8563,33.8527,-84.3293,-84.3249,1
33.8527,33.8491,-84.4337,-84.4294,1
33.8527,33.8491,-84.412,-84.4076,1
33.8527,33.8491,-84.4076,-84.4033,1
33.8527,33.8491,-84.3902,-84.3859,1
33.8527,33.8491,-84.3859,-84.3815,1
33.8527,33.8491,-84.3728,-84.3685,1
33.8527,33.8491,-84.3293,-84.3249,1
33.8491,33.8454,-84.425,-84.4207,1
33.8491,33.8454,-84.4207,-84.4163,1
33.8491,33.8454,-84.4163,-84.412,1
33.8491,33.8454,-84.4076,-84.4033,1
33.8491,33.8454,-84.3989,-84.3946,1
33.8491,33.8454,-84.3859,-84.3815,1
33.8491,33.8454,-84.3772,-84.3728,1
33.8491,33.8454,-84.3337,-84.3293,1
33.8491,33.8454,-84.3293,-84.3249,1
33.8454,33.8418,-84.4163,-84.412,1
33.8454,33.8418,-84.3989,-84.3946,1
33.8454,33.8418,-84.3946,-84.3902,1
33.8418,33.8382,-84.412,-84.4076,1
33.8418,33.8382,-84.3902,-84.3859,1
33.8418,33.8382,-84.3772,-84.3728,1
33.8418,33.8382,-84.325,-84.3206,1
33.8382,33.8346,-84.4207,-84.4164,1
33.8382,33.8346,-84.4164,-84.412,1
33.8382,33.8346,-84.3859,-84.3815,1
33.8382,33.8346,-84.3772,-84.3728,1
33.8382,33.8346,-84.3685,-84.3641,1
33.8346,33.8309,-84.4338,-84.4294,1
33.8346,33.8309,-84.4207,-84.4164,1
33.8346,33.8309,-84.3946,-84.3902,1
33.8346,33.8309,-84.3859,-84.3815,1
33.8346,33.8309,-84.3772,-84.3728,1
33.8346,33.8309,-84.3728,-84.3685,1
33.8346,33.8309,-84.325,-84.3206,1
33.8309,33.8273,-84.4207,-84.4164,1
33.8309,33.8273,-84.399,-84.3946,1
33.8309,33.8273,-84.3685,-84.3642,1
33.8309,33.8273,-84.325,-84.3206,1
33.8273,33.8237,-84.4207,-84.4164,1
33.8273,33.8237,-84.3903,-84.3859,1
33.8273,33.8237,-84.3729,-84.3685,1
33.8237,33.8201,-84.4294,-84.4251,1
